batch_size,processed_response
200,"```json
{
  ""themes"": [
    {
      ""name"": ""Politics and Current Events"",
      ""confidence"": 85,
      ""sub_themes"": [""US Politics"", ""International Relations"", ""Social Justice""],
      ""keywords"": [""Trump"", ""Hillary"", ""Las Vegas Shooting"", ""Gun Control""],
      ""sentiment"": ""negative""
    },
    {
      ""name"": ""Entertainment and Media"",
      ""confidence"": 70,
      ""sub_themes"": [""Music"", ""Movies"", ""TV Shows""],
      ""keywords"": [""KUWTK"", ""Quantico"", ""Dancing With The Stars""],
      ""sentiment"": ""neutral""
    },
    {
      ""name"": ""Technology and Science"",
      ""confidence"": 65,
      ""sub_themes"": [""Artificial Intelligence"", ""Machine Learning"", ""Robotics""],
      ""keywords"": [""AI"", ""ML"", ""Robotics""],
      ""sentiment"": ""neutral""
    },
    {
      ""name"": ""Business and Finance"",
      ""confidence"": 60,
      ""sub_themes"": [""Economy"", ""Entrepreneurship"", ""Marketing""],
      ""keywords"": [""Startup"", ""Investment"", ""Marketing""],
      ""sentiment"": ""neutral""
    },
    {
      ""name"": ""Art and Culture"",
      ""confidence"": 55,
      ""sub_themes"": [""Music"", ""Art"", ""Literature""],
      ""keywords"": [""Andy Warhol"", ""Picasso"", ""Kandinsky""],
      ""sentiment"": ""positive""
    },
    {
      ""name"": ""Sports and Fitness"",
      ""confidence"": 50,
      ""sub_themes"": [""Football"", ""Basketball"", ""Running""],
      ""keywords"": [""NFL"", ""NBA"", ""Marathon""],
      ""sentiment"": ""positive""
    }
  ],
  ""metadata"": {
    ""tweet_length"": 100,
    ""language"": ""English"",
    ""contains_hashtags"": true,
    ""contains_mentions"": true
  }
}
```"
200,"{
  ""themes"": [
    {
      ""name"": ""Music and Entertainment"",
      ""confidence"": 80,
      ""sub_themes"": [
        ""New Music Releases"",
        ""Concerts and Live Events"",
        ""Music Videos"",
        ""Wine and Beverages""
      ],
      ""keywords"": [
        ""New Music"",
        ""Concerts"",
        ""Wine"",
        ""Liquorice allsorts""
      ],
      ""sentiment"": ""positive""
    },
    {
      ""name"": ""Politics and Social Issues"",
      ""confidence"": 70,
      ""sub_themes"": [
        ""Government Policies"",
        ""Social Justice"",
        ""Human Rights"",
        ""Pakistani Politics""
      ],
      ""keywords"": [
        ""Politics"",
        ""Government"",
        ""Social Justice"",
        ""Pakistani Politics""
      ],
      ""sentiment"": ""negative""
    },
    {
      ""name"": ""Technology and Science"",
      ""confidence"": 60,
      ""sub_themes"": [
        ""Blockchain"",
        ""AI and Machine Learning"",
        ""Space Exploration"",
        ""Code and Programming""
      ],
      ""keywords"": [
        ""Blockchain"",
        ""AI"",
        ""Space Exploration"",
        ""Code""
      ],
      ""sentiment"": ""neutral""
    },
    {
      ""name"": ""Sports and Fitness"",
      ""confidence"": 50,
      ""sub_themes"": [
        ""Sports Teams and Leagues"",
        ""Fitness and Wellness"",
        ""Athletes and Competitions"",
        ""Sports Equipment""
      ],
      ""keywords"": [
        ""Sports"",
        ""Fitness"",
        ""Athletes"",
        ""Sports Equipment""
      ],
      ""sentiment"": ""positive""
    },
    {
      ""name"": ""Health and Wellness"",
      ""confidence"": 40,
      ""sub_themes"": [
        ""Mental Health"",
        ""Physical Health"",
        ""Wellness and Self-Care"",
        ""Diet and Nutrition""
      ],
      ""keywords"": [
        ""Health"",
        ""Wellness"",
        ""Self-Care"",
        ""Diet""
      ],
      ""sentiment"": ""positive""
    },
    {
      ""name"": ""Travel and Adventure"",
      ""confidence"": 30,
      ""sub_themes"": [
        ""Travel Destinations"",
        ""Outdoor Activities"",
        ""Adventure Sports"",
        ""Cultural Experiences""
      ],
      ""keywords"": [
        ""Travel"",
        ""Adventure"",
        ""Outdoor Activities"",
        ""Cultural Experiences""
      ],
      ""sentiment"": ""positive""
    }
  ],
  ""metadata"": {
    ""tweet_length"": 150,
    ""language"": ""English"",
    ""contains_hashtags"": true,
    ""contains_mentions"": true
  }
}"
200,"{
    ""themes"": [
        {
            ""name"": ""Politics and Social Issues"",
            ""confidence"": 95,
            ""sub_themes"": [
                ""Immigration Reform"",
                ""Racism and Abuse"",
                ""Social Justice"",
                ""Politics and Governance""
            ],
            ""keywords"": [
                ""immigration reform"",
                ""racism"",
                ""abuse"",
                ""social justice"",
                ""politics"",
                ""governance""
            ],
            ""sentiment"": ""negative""
        },
        {
            ""name"": ""Technology and Science"",
            ""confidence"": 80,
            ""sub_themes"": [
                ""Artificial Intelligence"",
                ""Robotics"",
                ""Science and Technology"",
                ""Innovation""
            ],
            ""keywords"": [
                ""artificial intelligence"",
                ""robotics"",
                ""science"",
                ""technology"",
                ""innovation""
            ],
            ""sentiment"": ""neutral""
        },
        {
            ""name"": ""Health and Wellness"",
            ""confidence"": 70,
            ""sub_themes"": [
                ""Mental Health"",
                ""Wellness"",
                ""Self-Care"",
                ""Health and Fitness""
            ],
            ""keywords"": [
                ""mental health"",
                ""wellness"",
                ""self-care"",
                ""health"",
                ""fitness""
            ],
            ""sentiment"": ""positive""
        },
        {
            ""name"": ""Entertainment and Culture"",
            ""confidence"": 60,
            ""sub_themes"": [
                ""Music"",
                ""Movies"",
                ""TV Shows"",
                ""Celebrity News""
            ],
            ""keywords"": [
                ""music"",
                ""movies"",
                ""TV shows"",
                ""celebrity news""
            ],
            ""sentiment"": ""positive""
        },
        {
            ""name"": ""Education and Personal Development"",
            ""confidence"": 50,
            ""sub_themes"": [
                ""Education"",
                ""Personal Development"",
                ""Learning"",
                ""Self-Improvement""
            ],
            ""keywords"": [
                ""education"",
                ""personal development"",
                ""learning"",
                ""self-improvement""
            ],
            ""sentiment"": ""positive""
        }
    ],
    ""metadata"": {
        ""tweet_length"": 150,
        ""language"": ""en"",
        ""contains_hashtags"": true,
        ""contains_mentions"": true
    }
}"
200,"{
    ""themes"": [
        {
            ""name"": ""Motivation and Inspiration"",
            ""confidence"": 85,
            ""sub_themes"": [""Personal growth"", ""Goal setting"", ""Overcoming obstacles""],
            ""keywords"": [""motivation"", ""inspiration"", ""success""],
            ""sentiment"": ""positive""
        },
        {
            ""name"": ""Technology and Innovation"",
            ""confidence"": 78,
            ""sub_themes"": [""Artificial intelligence"", ""Machine learning"", ""Blockchain""],
            ""keywords"": [""AI"", ""tech"", ""innovation""],
            ""sentiment"": ""neutral""
        },
        {
            ""name"": ""Education and Learning"",
            ""confidence"": 72,
            ""sub_themes"": [""Online courses"", ""Professional development"", ""Personal finance""],
            ""keywords"": [""education"", ""learning"", ""growth""],
            ""sentiment"": ""positive""
        },
        {
            ""name"": ""Health and Wellness"",
            ""confidence"": 68,
            ""sub_themes"": [""Fitness"", ""Nutrition"", ""Mental health""],
            ""keywords"": [""health"", ""wellness"", ""fitness""],
            ""sentiment"": ""positive""
        },
        {
            ""name"": ""Business and Finance"",
            ""confidence"": 65,
            ""sub_themes"": [""Entrepreneurship"", ""Investment"", ""Marketing""],
            ""keywords"": [""business"", ""finance"", ""money""],
            ""sentiment"": ""neutral""
        },
        {
            ""name"": ""Social Issues and Politics"",
            ""confidence"": 58,
            ""sub_themes"": [""Social justice"", ""Environmentalism"", ""Government policy""],
            ""keywords"": [""social issues"", ""politics"", ""government""],
            ""sentiment"": ""negative""
        },
        {
            ""name"": ""Travel and Adventure"",
            ""confidence"": 55,
            ""sub_themes"": [""Travel"", ""Culture"", ""Adventure""],
            ""keywords"": [""travel"", ""adventure"", ""culture""],
            ""sentiment"": ""positive""
        },
        {
            ""name"": ""Food and Drink"",
            ""confidence"": 50,
            ""sub_themes"": [""Cooking"", ""Food culture"", ""Beverages""],
            ""keywords"": [""food"", ""drink"", ""cooking""],
            ""sentiment"": ""positive""
        }
    ],
    ""metadata"": {
        ""tweet_length"": 500,
        ""language"": ""en"",
        ""contains_hashtags"": true,
        ""contains_mentions"": true
    }
}"
200,"{
    ""type"": ""object"",
    ""properties"": {
        ""themes"": {
            ""type"": ""array"",
            ""items"": {
                ""type"": ""object"",
                ""properties"": {
                    ""name"": {
                        ""type"": ""string"",
                        ""description"": ""Primary theme identified""
                    },
                    ""confidence"": {
                        ""type"": ""number"",
                        ""minimum"": 0,
                        ""maximum"": 100,
                        ""description"": ""Confidence level of theme extraction""
                    },
                    ""sub_themes"": {
                        ""type"": ""array"",
                        ""items"": {""type"": ""string""},
                        ""description"": ""Specific sub-categories within the theme""
                    },
                    ""keywords"": {
                        ""type"": ""array"",
                        ""items"": {""type"": ""string""},
                        ""description"": ""Key terms supporting the theme""
                    },
                    ""sentiment"": {
                        ""type"": ""string"",
                        ""enum"": [""positive"", ""negative"", ""neutral""],
                        ""description"": ""Emotional tone of the theme""
                    }
                },
                ""required"": [""name"", ""confidence""]
            }
        },
        ""metadata"": {
            ""type"": ""object"",
            ""properties"": {
                ""tweet_length"": {""type"": ""integer""},
                ""language"": {""type"": ""string""},
                ""contains_hashtags"": {""type"": ""boolean""},
                ""contains_mentions"": {""type"": ""boolean""}
            }
        }
    },
    ""required"": [""themes""]
} 

{
  ""themes"": [
   {
    ""name"": ""Technology"",
    ""confidence"": 87,
    ""sub_themes"": [""Artificial Intelligence"", ""Machine Learning"", ""Digital Transformation""],
    ""keywords"": [""AI"", ""ML"", ""digital""],
    ""sentiment"": ""neutral""
   },
   {
    ""name"": ""Politics"",
    ""confidence"": 92,
    ""sub_themes"": [""Government"", ""Elections"", ""Policy""],
    ""keywords"": [""politics"", ""government"", ""election""],
    ""sentiment"": ""negative""
   },
   {
    ""name"": ""Entertainment"",
    ""confidence"": 85,
    ""sub_themes"": [""Movies"", ""Music"", ""Celebrities""],
    ""keywords"": [""movies"", ""music"", ""celebrities""],
    ""sentiment"": ""neutral""
   },
   {
    ""name"": ""Sports"",
    ""confidence"": 89,
    ""sub_themes"": [""Cricket"", ""Football"", ""Basketball""],
    ""keywords"": [""cricket"", ""football"", ""basketball""],
    ""sentiment"": ""neutral""
   },
   {
    ""name"": ""Social Issues"",
    ""confidence"": 88,
    ""sub_themes"": [""Equality"", ""Justice"", ""Human Rights""],
    ""keywords"": [""equality"", ""justice"", ""human rights""],
    ""sentiment"": ""positive""
   },
   {
    ""name"": ""Business"",
    ""confidence"": 91,
    ""sub_themes"": [""Economy"", ""Finance"", ""Marketing""],
    ""keywords"": [""business"", ""economy"", ""finance""],
    ""sentiment"": ""neutral""
   },
   {
    ""name"": ""Education"",
    ""confidence"": 84,
    ""sub_themes"": [""Learning"", ""Teaching"", ""Schools""],
    ""keywords"": [""education"", ""learning"", ""teaching""],
    ""sentiment"": ""positive""
   },
   {
    ""name"": ""Health"",
    ""confidence"": 86,
    ""sub_themes"": [""Wellness"", ""Medicine"", ""Fitness""],
    ""keywords"": [""health"", ""wellness"", ""fitness""],
    ""sentiment"": ""positive""
   },
   {
    ""name"": ""Environment"",
    ""confidence"": 90,
    ""sub_themes"": [""Climate Change"", ""Sustainability"", ""Conservation""],
    ""keywords"": [""environment"", ""climate change"", ""sustainability""],
    ""sentiment"": ""positive""
   },
   {
    ""name"": ""Travel"",
    ""confidence"": 83,
    ""sub_themes"": [""Places"", ""Cultures"", ""Adventure""],
    ""keywords"": [""travel"", ""places"", ""cultures""],
    ""sentiment"": ""neutral""
   }
  ],
  ""metadata"": {
   ""tweet_length"": 1000,
   ""language"": ""English"",
   ""contains_hashtags"": true,
   ""contains_mentions"": true
  }
}"
200,"{
  ""type"": ""object"",
  ""properties"": {
    ""themes"": {
      ""type"": ""array"",
      ""items"": {
        ""type"": ""object"",
        ""properties"": {
          ""name"": {
            ""type"": ""string"",
            ""description"": ""Primary theme identified""
          },
          ""confidence"": {
            ""type"": ""number"",
            ""minimum"": 0,
            ""maximum"": 100,
            ""description"": ""Confidence level of theme extraction""
          },
          ""sub_themes"": {
            ""type"": ""array"",
            ""items"": {""type"": ""string""},
            ""description"": ""Specific sub-categories within the theme""
          },
          ""keywords"": {
            ""type"": ""array"",
            ""items"": {""type"": ""string""},
            ""description"": ""Key terms supporting the theme""
          },
          ""sentiment"": {
            ""type"": ""string"",
            ""enum"": [""positive"", ""negative"", ""neutral""],
            ""description"": ""Emotional tone of the theme""
          }
        },
        ""required"": [""name"", ""confidence""]
      }
    },
    ""metadata"": {
      ""type"": ""object"",
      ""properties"": {
        ""tweet_length"": {""type"": ""integer""},
        ""language"": {""type"": ""string""},
        ""contains_hashtags"": {""type"": ""boolean""},
        ""contains_mentions"": {""type"": ""boolean""}
      }
    }
  },
  ""required"": [""themes""]
}

{
  ""themes"": [
    {
      ""name"": ""Travel and Transportation"",
      ""confidence"": 80,
      ""sub_themes"": [""Weather conditions"", ""Travel advisories"", ""Transportation issues""],
      ""keywords"": [""travel"", ""temperature"", ""conditions"", ""don't drive"", ""weather""],
      ""sentiment"": ""negative""
    },
    {
      ""name"": ""Celebrity News and Gossip"",
      ""confidence"": 70,
      ""sub_themes"": [""Kardashian news"", ""Celebrity relationships"", ""Gossip and rumors""],
      ""keywords"": [""Kardashian"", ""KUWTK"", ""celebrity"", ""news"", ""gossip""],
      ""sentiment"": ""neutral""
    },
    {
      ""name"": ""Politics and Government"",
      ""confidence"": 90,
      ""sub_themes"": [""Government policies"", ""Elections"", ""Political scandals""],
      ""keywords"": [""politics"", ""government"", ""elections"", ""scandal"", ""Trump""],
      ""sentiment"": ""negative""
    },
    {
      ""name"": ""Health and Wellness"",
      ""confidence"": 60,
      ""sub_themes"": [""Mental health"", ""Self-care"", ""Wellness tips""],
      ""keywords"": [""health"", ""wellness"", ""mental health"", ""self-care""],
      ""sentiment"": ""positive""
    },
    {
      ""name"": ""Technology and Science"",
      ""confidence"": 80,
      ""sub_themes"": [""Emerging technologies"", ""Scientific discoveries"", ""Tech news""],
      ""keywords"": [""technology"", ""science"", ""discovery"", ""news""],
      ""sentiment"": ""neutral""
    },
    {
      ""name"": ""Sports and Fitness"",
      ""confidence"": 70,
      ""sub_themes"": [""Sports news"", ""Fitness tips"", ""Athlete achievements""],
      ""keywords"": [""sports"", ""fitness"", ""athlete"", ""achievement""],
      ""sentiment"": ""positive""
    },
    {
      ""name"": ""Food and Drink"",
      ""confidence"": 50,
      ""sub_themes"": [""Recipe sharing"", ""Food reviews"", ""Drink recipes""],
      ""keywords"": [""food"", ""drink"", ""recipe"", ""review""],
      ""sentiment"": ""positive""
    },
    {
      ""name"": ""Environment and Conservation"",
      ""confidence"": 40,
      ""sub_themes"": [""Environmental issues"", ""Conservation efforts"", ""Sustainability tips""],
      ""keywords"": [""environment"", ""conservation"", ""sustainability"", ""issue""],
      ""sentiment"": ""negative""
    },
    {
      ""name"": ""Music and Arts"",
      ""confidence"": 60,
      ""sub_themes"": [""Music news"", ""Artistic expressions"", ""Creative projects""],
      ""keywords"": [""music"", ""art"", ""creative"", ""project""],
      ""sentiment"": ""positive""
    },
    {
      ""name"": ""Business and Finance"",
      ""confidence"": 80,
      ""sub_themes"": [""Business news"", ""Financial tips"", ""Economic analysis""],
      ""keywords"": [""business"", ""finance"", ""economy"", ""analysis""],
      ""sentiment"": ""neutral""
    },
    {
      ""name"": ""Education and Learning"",
      ""confidence"": 50,
      ""sub_themes"": [""Educational resources"", ""Learning tips"", ""School news""],
      ""keywords"": [""education"", ""learning"", ""resource"", ""tip""],
      ""sentiment"": ""positive""
    }
  ],
  ""metadata"": {
    ""tweet_length"": 140,
    ""language"": ""English"",
    ""contains_hashtags"": true,
    ""contains_mentions"": true
  }
}"
200,"{
    ""themes"": [
        {
            ""name"": ""Politics and Social Issues"",
            ""confidence"": 85,
            ""sub_themes"": [""Politics"", ""Social Issues"", ""Human Rights"", ""Social Justice""],
            ""keywords"": [""Kashmir"", ""Israel"", ""Palestine"", ""Muslim Ban"", ""Immigration""],
            ""sentiment"": ""negative""
        },
        {
            ""name"": ""Technology and Innovation"",
            ""confidence"": 80,
            ""sub_themes"": [""Artificial Intelligence"", ""Machine Learning"", ""Robotics"", ""Blockchain""],
            ""keywords"": [""AI"", ""ML"", ""Robotics"", ""Blockchain"", ""Crypto""],
            ""sentiment"": ""neutral""
        },
        {
            ""name"": ""Entertainment and Media"",
            ""confidence"": 75,
            ""sub_themes"": [""Music"", ""Movies"", ""TV Shows"", ""Celebrities""],
            ""keywords"": [""Taylor Swift"", ""Linkin Park"", ""Kardashian"", ""Netflix""],
            ""sentiment"": ""positive""
        },
        {
            ""name"": ""Science and Environment"",
            ""confidence"": 70,
            ""sub_themes"": [""Space Exploration"", ""Climate Change"", ""Biology"", ""Chemistry""],
            ""keywords"": [""Space"", ""Climate"", ""Planet"", ""NASA""],
            ""sentiment"": ""neutral""
        },
        {
            ""name"": ""Health and Wellness"",
            ""confidence"": 65,
            ""sub_themes"": [""Mental Health"", ""Physical Health"", ""Fitness"", ""Nutrition""],
            ""keywords"": [""Mental Health"", ""Fitness"", ""Nutrition"", ""Wellness""],
            ""sentiment"": ""positive""
        }
    ],
    ""metadata"": {
        ""tweet_length"": 140,
        ""language"": ""English"",
        ""contains_hashtags"": true,
        ""contains_mentions"": true
    }
}"
200,"{
  ""themes"": [
    {
      ""name"": ""Emotions and Personal Experiences"",
      ""confidence"": 85,
      ""sub_themes"": [
        ""Feeling good"",
        ""Feeling sad or tired"",
        ""Experiencing emotions through games or movies"",
        ""Sharing personal experiences or opinions""
      ],
      ""keywords"": [
        ""feelin"",
        ""good"",
        ""happy"",
        ""sad"",
        ""tired"",
        ""game"",
        ""movie"",
        ""experience"",
        ""opinion""
      ],
      ""sentiment"": ""positive""
    },
    {
      ""name"": ""Current Events and News"",
      ""confidence"": 80,
      ""sub_themes"": [
        ""Politics and government"",
        ""Sports and entertainment"",
        ""Technology and science"",
        ""International news and events""
      ],
      ""keywords"": [
        ""politics"",
        ""government"",
        ""sports"",
        ""entertainment"",
        ""tech"",
        ""science"",
        ""news"",
        ""event""
      ],
      ""sentiment"": ""neutral""
    },
    {
      ""name"": ""Humor and Entertainment"",
      ""confidence"": 75,
      ""sub_themes"": [
        ""Jokes and humor"",
        ""Gaming and pop culture"",
        ""Music and art"",
        ""Miscellaneous entertainment""
      ],
      ""keywords"": [
        ""joke"",
        ""humor"",
        ""game"",
        ""pop"",
        ""culture"",
        ""music"",
        ""art"",
        ""entertainment""
      ],
      ""sentiment"": ""positive""
    },
    {
      ""name"": ""Self-Improvement and Motivation"",
      ""confidence"": 70,
      ""sub_themes"": [
        ""Motivational quotes and messages"",
        ""Personal growth and development"",
        ""Productivity and time management"",
        ""Self-care and wellness""
      ],
      ""keywords"": [
        ""motivate"",
        ""growth"",
        ""productivity"",
        ""time"",
        ""management"",
        ""self-care"",
        ""wellness""
      ],
      ""sentiment"": ""positive""
    },
    {
      ""name"": ""Miscellaneous and Curious"",
      ""confidence"": 60,
      ""sub_themes"": [
        ""Random thoughts and musings"",
        ""Curious questions and observations"",
        ""Miscellaneous topics and discussions""
      ],
      ""keywords"": [
        ""random"",
        ""thought"",
        ""musings"",
        ""question"",
        ""observation"",
        ""miscellaneous""
      ],
      ""sentiment"": ""neutral""
    }
  ],
  ""metadata"": {
    ""tweet_length"": 100,
    ""language"": ""en"",
    ""contains_hashtags"": true,
    ""contains_mentions"": true
  }
}"
200,"{
  ""themes"": [
    {
      ""name"": ""Food and Cooking"",
      ""confidence"": 80,
      ""sub_themes"": [
        ""Recipes"",
        ""Cooking Techniques"",
        ""Food Reviews""
      ],
      ""keywords"": [
        ""kale"",
        ""pasta"",
        ""recipe"",
        ""dinner"",
        ""foodie"",
        ""cooking""
      ],
      ""sentiment"": ""neutral""
    },
    {
      ""name"": ""Travel and Tourism"",
      ""confidence"": 70,
      ""sub_themes"": [
        ""Places to Visit"",
        ""Travel Tips"",
        ""Cultural Experiences""
      ],
      ""keywords"": [
        ""pakistan"",
        ""beauty"",
        ""river"",
        ""sawat"",
        ""kalam"",
        ""kpk"",
        ""north""
      ],
      ""sentiment"": ""neutral""
    },
    {
      ""name"": ""Health and Wellness"",
      ""confidence"": 60,
      ""sub_themes"": [
        ""Fitness"",
        ""Nutrition"",
        ""Mental Health""
      ],
      ""keywords"": [
        ""formaldehyde"",
        ""toxicity"",
        ""health"",
        ""wellness""
      ],
      ""sentiment"": ""negative""
    },
    {
      ""name"": ""Technology and Innovation"",
      ""confidence"": 80,
      ""sub_themes"": [
        ""Artificial Intelligence"",
        ""Blockchain"",
        ""Cryptocurrency""
      ],
      ""keywords"": [
        ""bitcoin"",
        ""ethereum"",
        ""blockchain"",
        ""crypto"",
        ""innovation""
      ],
      ""sentiment"": ""neutral""
    },
    {
      ""name"": ""Arts and Entertainment"",
      ""confidence"": 70,
      ""sub_themes"": [
        ""Music"",
        ""Movies"",
        ""Literature""
      ],
      ""keywords"": [
        ""music"",
        ""poetry"",
        ""art"",
        ""entertainment""
      ],
      ""sentiment"": ""positive""
    },
    {
      ""name"": ""Politics and Social Issues"",
      ""confidence"": 80,
      ""sub_themes"": [
        ""Government"",
        ""Social Justice"",
        ""Economy""
      ],
      ""keywords"": [
        ""politics"",
        ""social"",
        ""justice"",
        ""government"",
        ""economy""
      ],
      ""sentiment"": ""negative""
    },
    {
      ""name"": ""Sports and Fitness"",
      ""confidence"": 60,
      ""sub_themes"": [
        ""Athletics"",
        ""Team Sports"",
        ""Individual Sports""
      ],
      ""keywords"": [
        ""sports"",
        ""fitness"",
        ""athletics"",
        ""team"",
        ""individual""
      ],
      ""sentiment"": ""neutral""
    },
    {
      ""name"": ""Education and Learning"",
      ""confidence"": 70,
      ""sub_themes"": [
        ""Academia"",
        ""Professional Development"",
        ""Personal Growth""
      ],
      ""keywords"": [
        ""education"",
        ""learning"",
        ""academia"",
        ""development"",
        ""growth""
      ],
      ""sentiment"": ""positive""
    },
    {
      ""name"": ""Business and Entrepreneurship"",
      ""confidence"": 80,
      ""sub_themes"": [
        ""Management"",
        ""Marketing"",
        ""Finance""
      ],
      ""keywords"": [
        ""business"",
        ""entrepreneurship"",
        ""management"",
        ""marketing"",
        ""finance""
      ],
      ""sentiment"": ""positive""
    },
    {
      ""name"": ""Environment and Conservation"",
      ""confidence"": 60,
      ""sub_themes"": [
        ""Climate Change"",
        ""Sustainability"",
        ""Wildlife Preservation""
      ],
      ""keywords"": [
        ""environment"",
        ""conservation"",
        ""climate"",
        ""sustainability"",
        ""wildlife""
      ],
      ""sentiment"": ""negative""
    },
    {
      ""name"": ""Relationships and Personal Development"",
      ""confidence"": 70,
      ""sub_themes"": [
        ""Romance"",
        ""Friendship"",
        ""Self-Improvement""
      ],
      ""keywords"": [
        ""love"",
        ""relationships"",
        ""friendship"",
        ""personal"",
        ""development""
      ],
      ""sentiment"": ""positive""
    }
  ],
  ""metadata"": {
    ""tweet_length"": 300,
    ""language"": ""en"",
    ""contains_hashtags"": true,
    ""contains_mentions"": true
  }
}"
200,"{
  ""themes"": [
    {
      ""name"": ""Politics and Social Issues"",
      ""confidence"": 85,
      ""sub_themes"": [
        ""Government"",
        ""Social Justice"",
        ""Protests"",
        ""Human Rights"",
        ""Election""
      ],
      ""keywords"": [
        ""Trump"",
        ""Kavanaugh"",
        ""Gaza"",
        ""Occupation"",
        ""Iran""
      ],
      ""sentiment"": ""negative""
    },
    {
      ""name"": ""Technology and Innovation"",
      ""confidence"": 80,
      ""sub_themes"": [
        ""Artificial Intelligence"",
        ""Robotics"",
        ""Cybersecurity"",
        ""Data Virtualization"",
        ""Marketing""
      ],
      ""keywords"": [
        ""Artificial Intelligence"",
        ""Robotics"",
        ""Cybersecurity"",
        ""Data Virtualization"",
        ""Marketing""
      ],
      ""sentiment"": ""neutral""
    },
    {
      ""name"": ""Entertainment and Culture"",
      ""confidence"": 75,
      ""sub_themes"": [
        ""Music"",
        ""Movies"",
        ""TV Shows"",
        ""Celebrity News"",
        ""Fashion""
      ],
      ""keywords"": [
        ""Linkin Park"",
        ""Chester Be"",
        ""Kardashian"",
        ""Bachelorette"",
        ""Fashion""
      ],
      ""sentiment"": ""positive""
    },
    {
      ""name"": ""Science and Environment"",
      ""confidence"": 70,
      ""sub_themes"": [
        ""Space Exploration"",
        ""Climate Change"",
        ""Conservation"",
        ""Biology"",
        ""Astronomy""
      ],
      ""keywords"": [
        ""Planet"",
        ""Space Exploration"",
        ""Climate Change"",
        ""Astronomy""
      ],
      ""sentiment"": ""neutral""
    },
    {
      ""name"": ""Health and Wellness"",
      ""confidence"": 65,
      ""sub_themes"": [
        ""Mental Health"",
        ""Physical Health"",
        ""Wellness"",
        ""Fitness"",
        ""Nutrition""
      ],
      ""keywords"": [
        ""Mental Health"",
        ""Physical Health"",
        ""Wellness"",
        ""Fitness"",
        ""Nutrition""
      ],
      ""sentiment"": ""positive""
    }
  ],
  ""metadata"": {
    ""tweet_length"": 257,
    ""language"": ""en"",
    ""contains_hashtags"": true,
    ""contains_mentions"": true
  }
}"
200,"Here is the thematic analysis of the provided Twitter dataset in JSON format:

```json
{
  ""themes"": [
    {
      ""name"": ""Social Justice and Politics"",
      ""confidence"": 85,
      ""sub_themes"": [""Labor Party"", ""Indian Politics"", ""US Politics"", ""Gun Control""],
      ""keywords"": [""Labour"", ""India"", ""Modi"", ""gun control"", ""Trump""],
      ""sentiment"": ""negative""
    },
    {
      ""name"": ""Music and Entertainment"",
      ""confidence"": 80,
      ""sub_themes"": [""Music Festivals"", ""Netflix Originals"", ""Celebrity News""],
      ""keywords"": [""Netflix"", ""Music"", ""Celebrity"", ""Entertainment""],
      ""sentiment"": ""positive""
    },
    {
      ""name"": ""Technology and Computing"",
      ""confidence"": 78,
      ""sub_themes"": [""Cybersecurity"", ""Artificial Intelligence"", ""Machine Learning""],
      ""keywords"": [""AI"", ""Machine Learning"", ""Cybersecurity"", ""Tech""],
      ""sentiment"": ""neutral""
    },
    {
      ""name"": ""Sports and Fitness"",
      ""confidence"": 75,
      ""sub_themes"": [""Sports News"", ""Fitness Motivation""],
      ""keywords"": [""Sports"", ""Fitness"", ""Gym"", ""Workout""],
      ""sentiment"": ""positive""
    },
    {
      ""name"": ""Travel and Culture"",
      ""confidence"": 72,
      ""sub_themes"": [""Travel Tips"", ""Cultural Events""],
      ""keywords"": [""Travel"", ""Culture"", ""Food"", ""Adventure""],
      ""sentiment"": ""positive""
    },
    {
      ""name"": ""Business and Finance"",
      ""confidence"": 70,
      ""sub_themes"": [""Economics"", ""Finance"", ""Entrepreneurship""],
      ""keywords"": [""Business"", ""Finance"", ""Economy"", ""Investment""],
      ""sentiment"": ""neutral""
    },
    {
      ""name"": ""Education and Learning"",
      ""confidence"": 65,
      ""sub_themes"": [""Online Courses"", ""Education Technology""],
      ""keywords"": [""Education"", ""Learning"", ""Online Courses"", ""Technology""],
      ""sentiment"": ""positive""
    },
    {
      ""name"": ""Gaming and Esports"",
      ""confidence"": 60,
      ""sub_themes"": [""Gaming News"", ""Esports""],
      ""keywords"": [""Gaming"", ""Esports"", ""Gaming Community"", ""Esports News""],
      ""sentiment"": ""positive""
    }
  ],
  ""metadata"": {
    ""tweet_length"": 200,
    ""language"": ""English"",
    ""contains_hashtags"": true,
    ""contains_mentions"": true
  }
}
```

This output includes the following information:

* `themes`: An array of objects representing the primary themes extracted from the dataset.
* `name`: The name of each theme.
* `confidence`: The confidence level of each theme (0-100%).
* `sub_themes`: An array of sub-themes related to each primary theme.
* `keywords`: An array of keywords associated with each primary theme.
* `sentiment`: The sentiment of each primary theme (positive, negative, or neutral).
* `metadata`: An object containing metadata about the dataset.
* `tweet_length`: The average length of the tweets in the dataset.
* `language`: The language of the tweets in the dataset (English in this case).
* `contains_hashtags`: Whether the dataset contains hashtags (true in this case).
* `contains_mentions`: Whether the dataset contains mentions (true in this case)."
